Date,Open,High,Low,Close,Volume
2024-07-19,223.26585388183597,225.74426861436035,222.24064965794977,223.77348959602472,49151500
2024-07-22,222.91749572753903,226.7197061195605,222.0515351611177,225.953286138444,48201800
2024-07-23,223.9626007080078,225.8836246934572,221.6434447483752,223.32558043665784,39960300
2024-07-24,217.522705078125,223.75357494115903,216.1192800710717,222.9572958470105,61777600
2024-07-25,216.4776153564453,219.8219755631398,213.620964537798,217.9108995698048,51391200
2024-07-26,216.94541931152344,218.4682960618276,215.0044842643322,217.6819649471348,41601300
2024-07-29,217.22412109375,218.27918447457571,214.745706315722,215.95008057489312,36311800
2024-07-30,217.781494140625,219.30437081128844,215.1139615804843,218.1696780922106,41643800
2024-07-31,221.04623413085935,222.77814001369308,219.6029868223781,220.40921389598267,50036300
2024-08-01,217.3435516357422,223.43505864730557,216.0097928775357,223.3255700813178,62501000
2024-08-02,218.83657836914065,224.54986481713928,216.69659243938972,218.12987665236412,105568600
2024-08-05,208.29586791992188,212.506173331003,195.0876345333798,198.1632471674405,119548600
2024-08-06,206.26535034179688,209.01251239840332,200.13403637997632,204.34434168651265,69660500
2024-08-07,208.8433074951172,212.64551772150756,205.42926604632788,205.93688655864332,63516400
2024-08-08,212.3170623779297,213.2029189157903,207.85792055043288,212.1179963940502,47161100
2024-08-09,215.23342895507807,215.77090862412464,210.9833011439981,211.1127008665185,42201600
2024-08-12,216.76803588867188,218.7410960979999,214.8448035806853,215.31315848368172,38028100
2024-08-13,220.49493408203125,221.11275746457665,218.2428407360094,218.2428407360094,44155300
2024-08-14,220.943359375,222.24876826808693,218.93043078284688,219.7973936824548,41960600
2024-08-15,223.93284606933597,224.56064415441705,221.97970491871703,223.813271274212,46414000
2024-08-16,225.25819396972656,226.0354605653956,222.86659157853387,223.1356500786779,44340200
2024-08-19,225.0987548828125,225.19841068626937,222.25873174304007,224.92935218120843,40687800
2024-08-20,225.7165679931641,226.3742597731608,224.6602834282033,224.9791698204466,30299000
2024-08-21,225.60696411132807,227.18143154067607,224.26170199000447,225.7265541171402,34765500
2024-08-22,223.74351501464844,227.5401669123529,223.11571691317772,226.9920904114928,43695300
2024-08-23,226.04541015625,227.42058109078096,223.544207780358,224.86955081625496,38677300
2024-08-26,226.3842315673828,226.48388737170689,223.1057623977585,225.9657045588355,30602200
2024-08-27,227.2312469482422,228.04838192077383,224.1022464634546,225.2083589230157,35934600
2024-08-28,225.69664001464844,229.05483047059747,224.8894645684117,227.1216236092518,38052200
2024-08-29,228.98507690429688,232.1041178971272,228.07827604001008,229.294003797999,51906300
2024-08-30,228.19786071777344,229.59295072736157,226.68318070354871,229.3836948285937,52990800
2024-09-03,221.9896697998047,228.19784265919515,220.39526831044307,227.7494219919808,50190600
2024-09-04,220.076416015625,221.0031511270145,216.718210061432,220.8835763269232,43840200
2024-09-05,221.60104370117188,224.6901757794695,220.744055533832,220.85367082984084,36615400
2024-09-06,220.0465087890625,224.4510243839852,219.00018373655976,223.16553454066076,48423000
2024-09-09,220.13619995117188,220.49493955114087,215.95091475509392,220.0465188525148,67180000
2024-09-10,219.3389892578125,220.70418549359823,215.97082401031443,218.15315521125123,51591000
2024-09-11,221.88006591796875,222.3085524071335,217.126770108234,220.6842723421212,44587100
2024-09-12,221.9896697998047,222.7669363444001,219.0500063088,221.72061131734023,37455600
2024-09-13,221.7206268310547,223.25522582753555,221.1326971327844,222.7968456308755,36766600
2024-09-16,215.56228637695312,216.45912779468063,213.1706839207783,215.7815017768951,59357400
2024-09-17,216.03062438964844,216.14023969143096,213.7486524593369,214.9942739771652,45519300
2024-09-18,219.91696166992188,221.9298901997397,216.777986478492,216.7879611815548,59894900
2024-09-19,228.06829833984372,229.014982798629,223.84316014627527,224.20189972925183,66781300
2024-09-20,227.4006500244141,232.27352055331795,226.82267984404157,229.1644542640561,318679900
2024-09-23,225.67672729492188,228.64628476177805,225.01903547850176,226.54367501316776,54146000
2024-09-24,226.5735626220703,228.5466380182851,224.93930782860403,227.8490778167103,43556100
2024-09-25,225.5770568847656,226.49383244586693,223.2352976856936,224.1420985437932,42308700
2024-09-26,226.72303771972656,227.69960067739044,224.62042810744603,226.5038071284677,36636700
2024-09-27,226.9920959472656,228.71604709249937,226.50382203896112,227.65976246799465,34026000
2024-09-30,232.1838531494141,232.1838531494141,228.84558136749,229.23421467656505,54541900
2024-10-01,225.41763305664065,228.8455705723828,222.9562838134916,228.7160362790288,63285000
2024-10-02,225.98562622070312,226.573555899704,222.2388023482828,225.09874435066007,32880600
2024-10-03,224.87950134277344,226.0155074417467,222.5377422537936,224.35135909006985,34044200
2024-10-04,226.0055694580078,227.20136306464835,223.3449237414969,227.1017072618697,37245100
2024-10-07,220.91346740722656,224.8994562199718,220.55472780586587,223.7136221153256,39505400
2024-10-08,224.9791717529297,225.1884276449642,222.4679946111341,223.5143196873273,31855700
2024-10-09,228.7359619140625,228.94523301761677,224.0424685900414,224.44106139019917,33591100
2024-10-10,228.2377166748047,228.6961120865482,226.37427173832708,226.98213565099732,28183500
2024-10-11,226.7529296875,228.6064149960536,226.5436585954992,228.49679970126076,31759200
2024-10-14,230.48980712890625,230.91829362955485,227.79926770980504,227.89890830734765,39882100
2024-10-15,233.03086853027344,236.65811760908664,231.5560417756155,232.7917037363273,64751400
2024-10-16,230.96810913085935,231.3069145139278,229.0349022193022,230.78874694170784,34082200
2024-10-17,231.3368225097656,233.0308799404877,229.71254238803704,232.6123377292532,32993800
2024-10-18,234.1768341064453,235.3526934642464,233.19029643777657,235.3526934642464,46431500
2024-10-21,235.6516571044922,236.02037141360947,233.62876897482323,233.62876897482323,36254500
2024-10-22,235.0338287353516,235.3925683333293,231.7852533575211,233.07072804715943,38846600
2024-10-23,229.95169067382807,234.31635331873264,226.96219904424217,233.26006870913344,52287000
2024-10-24,229.76235961914065,230.0114839114603,227.60992208421712,229.17441473320773,31109500
2024-10-25,230.5994110107422,232.4030684340921,228.76585988907573,228.935262581316,38802300
2024-10-28,232.5824432373047,233.9077863541258,231.7354297301684,232.5027368410313,36087100
2024-10-29,232.85150146484372,233.50919327337172,231.5062393532264,232.2835059613629,35417200
2024-10-30,229.29400634765625,232.6521969660621,228.74592985962587,231.79520878623467,47070900
2024-10-31,225.11868286132807,229.02495000446748,224.5805658660821,228.5366609095724,64370100
2024-11-01,222.12918090820312,224.560636360266,219.4984290694042,220.1959740256502,65276700
2024-11-04,221.2323303222656,222.0095968952219,218.94039900502227,220.21591416091667,44944500
2024-11-05,222.66729736328125,223.1655459656629,220.36539125313263,221.02308305755813,28111300
2024-11-06,221.9398498535156,225.27812143912797,220.41521040716108,221.83023455712816,54561100
2024-11-07,226.68316650390625,227.0817744854913,223.78337136524107,223.8431587611439,42137700
2024-11-08,226.4138336181641,228.10973956989392,225.8651541338214,226.6233197345054,38328800
2024-11-11,223.69039916992188,225.15686291743447,220.96697301971395,224.4585504714927,42005600
2024-11-12,223.69039916992188,225.04712701721013,222.82249764582767,224.0096364149637,40398300
