Date,Open,High,Low,Close,Volume
2023-01-03,234.80892944335935,240.85605630555537,232.67233488044815,238.23922932970504,25740000
2023-01-04,224.53765869140625,228.2325713228783,221.46018993339348,227.65432430054253,50623400
2023-01-05,217.8828582763672,223.01851293325475,217.34380812885357,222.67547694258565,39585600
2023-01-06,220.4506683349609,221.26414125690687,214.9818033137933,218.55911012079767,43613600
2023-01-09,222.5970764160156,226.63503997806495,221.9012238905733,221.9404207414047,27369800
2023-01-10,224.2926483154297,226.70365108395583,222.80291366553493,223.22434339433116,27033900
2023-01-11,231.07481384277344,231.2512220935921,226.50761080924343,226.6840190600621,28669300
2023-01-12,233.7602386474609,235.1225571939684,228.90881734615303,230.5749600717136,27269500
2023-01-13,234.46592712402344,234.60313854097345,230.2417596219311,232.280339927276,21333300
2023-01-17,235.5636138916016,236.11245951391456,232.36852480397408,233.2310050418497,29831300
2023-01-18,231.1140289306641,237.55319978230224,230.8298106302744,236.7593326811244,30028700
2023-01-19,227.31130981445312,230.829829471508,226.0862024706812,229.124474665205,28623000
2023-01-20,235.43621826171875,235.9458670784951,229.8399216164332,230.18295763742017,35389800
2023-01-23,237.7492218017578,240.2876405055047,234.8775625509585,236.29869896460573,31934000
2023-01-24,237.21994018554688,239.09190749280148,235.65181201246943,237.6707861951959,40234400
2023-01-25,235.81846618652344,238.45489961888816,226.3018256307838,229.8105349055551,66526600
2023-01-26,243.06126403808597,243.36508822534608,237.1807495855516,238.7978850780299,33454500
2023-01-27,243.2180633544922,244.85480462811609,241.9145476193478,244.03153625484185,26498900
2023-01-30,237.8766326904297,240.7090800731922,237.37677935793343,239.64077517830023,25867400
2023-01-31,242.8750762939453,243.01228771712016,238.11185838241343,238.6019013158841,26541100
2023-02-01,247.7166748046875,250.09827601317127,240.58165169810152,243.0612674641444,31259900
2023-02-02,259.3306884765625,259.4188926025156,252.1270524252997,253.66579418989213,39940400
2023-02-03,253.2051696777344,258.9386775277901,251.98006244096368,254.37147415992763,29077300
2023-02-06,251.65658569335935,253.15611556595812,249.70622478915232,252.3132562499148,22518000
2023-02-07,262.2317810058594,263.41767657007773,254.90072770646373,255.34177832539396,50841400
2023-02-08,261.41827392578125,271.2485324657394,260.9086102109095,267.7594297078376,54686000
2023-02-09,258.3701477050781,268.5238495483201,257.5664703763404,268.3474114179805,42375100
2023-02-10,257.86053466796875,258.8308098683865,255.46912334323997,256.32179305389064,25818500
2023-02-13,265.9169006347656,269.13158103404106,261.8299294701828,262.3101918765242,44630900
2023-02-14,266.7499389648437,269.49416696950243,263.9174769262478,267.23998181637864,37047900
2023-02-15,264.6178283691406,266.00321414410365,261.53263664657936,263.63528781822424,28922400
2023-02-16,257.5729675292969,262.0828245013552,257.32733242198594,259.410313334422,29603600
